__time,amount,coa.groupHead,coa.groupHeadName,coa.id,coa.majorHead,coa.majorHeadName,coa.minorHead,coa.minorHeadName,coa.objectHead,coa.objectHeadName,coa.subHead,coa.subHeadName,coa.subMajorHead,coa.subMajorHeadName,department.code,department.id,department.name,eventId,eventTime,eventType,expenditure.code,expenditure.id,expenditure.name,expenditure.type,fromBillingPeriod,government.id,government.name,id,project.code,project.departmentId,project.expenditureId,project.id,project.name,referenceId,tenantId,toBillingPeriod,version,departmentEntity.code,departmentEntity.name,departmentEntity.hierarchyLevel,departmentEntity.ancestry[0].code,departmentEntity.ancestry[0].name,departmentEntity.ancestry[0].hierarchyLevel,departmentEntity.ancestry[1].code,departmentEntity.ancestry[1].name,departmentEntity.ancestry[1].hierarchyLevel,departmentEntity.ancestry[2].code,departmentEntity.ancestry[2].name,departmentEntity.ancestry[2].hierarchyLevel,departmentEntity.ancestry[3].code,departmentEntity.ancestry[3].name,departmentEntity.ancestry[3].hierarchyLevel,departmentEntity.ancestry[4].code,departmentEntity.ancestry[4].name,departmentEntity.ancestry[4].hierarchyLevel,departmentEntity.ancestry[5].code,departmentEntity.ancestry[5].name,departmentEntity.ancestry[5].hierarchyLevel,departmentEntity.ancestry[6].code,departmentEntity.ancestry[6].name,departmentEntity.ancestry[6].hierarchyLevel,Total_Receipt,Total_Payment,Total_Bill,Total_Demand,Total_Expenditure,Total_Revenue,Fiscal_Position,Cash_Position
1629976817077,0,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,52481fc8-8f69-4cda-a26b-1ec0eb2e7af5,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,0,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,b321f8aa-1c82-40a4-aefc-502059432510,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,0,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,e3be03bc-1875-4fa6-8535-8738f3cd34f4,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,0,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,3e0a80d2-b71f-4ea3-8530-1f9c1f29f149,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,5,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,178daafc-0b1d-4474-b606-b656ba518580,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,25,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,fdad7d6a-25d5-4cf7-8315-50974adf8f20,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,25,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,adc0177d-8d05-483d-a51c-7f778b7e3da5,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,50,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,a3006d9a-778b-4dba-b326-8bad52703005,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,50,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,fc360cac-47b3-450d-a87f-bfbadeaf704b,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,100,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,eb36e593-3411-4b4d-b97c-01e87a851c7b,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,200,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,c60836ee-1daa-48e1-af0b-140aa3b6b7f3,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817077,500,0,,,0,,0,,0,,0,,0,,,,,ff792adf-a3b1-4b79-92b7-697bc270ed2f,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,4eb01cfc-5631-43a4-8782-c5e5bf6c4f5f,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817396,-50,0,,,0,,0,,0,,0,,0,,,,,9ab5808f-8da2-4765-8d58-91685b97a8cb,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,6b47df0d-e45e-413c-8298-216eb7fac200,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817396,-50,0,,,0,,0,,0,,0,,0,,,,,9ab5808f-8da2-4765-8d58-91685b97a8cb,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400001,pb,Punjab,770dcfd8-212a-4fec-b161-cbe9e7cbdc05,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399001,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817396,0,0,,,0,,0,,0,,0,,0,,,,,9ab5808f-8da2-4765-8d58-91685b97a8cb,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,099eedf5-7249-40e0-9f3f-20ae4620c955,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817396,0,0,,,0,,0,,0,,0,,0,,,,,9ab5808f-8da2-4765-8d58-91685b97a8cb,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,3dc2afa3-d858-4033-8329-3fb354464762,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
1629976817396,0,0,,,0,,0,,0,,0,,0,,,,,9ab5808f-8da2-4765-8d58-91685b97a8cb,0,Receipt,123,a4c21fc1-28df-494b-8983-baf3c6b027d7,Exp-2,NON_SCHEME,1617215400000,pb,Punjab,3e753f85-00dd-4ced-841c-954c3de4d387,PR3,,a4c21fc1-28df-494b-8983-baf3c6b027d7,3d9ef18a-361a-40cf-b142-dd6f998e1ac5,Project3,167fe9a2-d4a3-47e2-a211-1a30def5622c,pb,1648751399000,0.0.2,,,,,,,,,,,,,,,,,,,,,,,,,11970,0,40938,0,0,0,-40938,11970
